,id,title,ingredients,NER,NER_mapped,NER_product_nl,NER_amount_used,NER_recipe_total_price
4685,4704,Jerri'S Baked Beans,"['946.352 ml cans pork and beans, drained', '177.441 ml masterpiece barbecue sauce', '29.5735 ml white raisins', '118.294 ml brown sugar', '1.0 small onion, chopped', '1.0 whole tart apple, chopped', '4.0 strips bacon']","[""pork"", ""barbecue sauce"", ""white raisins"", ""brown sugar"", ""onion"", ""tart apple"", ""bacon""]","['pork', 'barbecue sauce', 'raisin', 'sugar', 'onion', 'apple', 'bacon']","['AH Pie pulled pork', 'Yildriz Amerikaanse barbecue saus', 'AH Blanke rozijnen', 'AH Rietsuiker', 'AH Rode uien', 'AH Ananas', 'AH Feest spekken']","[946.352, 177.441, 29.5735, 118.294, 100.0, 100.0, 400.0]",19.620003210880498
4688,4707,Glazed Pork Chops,"['6.0 pork chops', '236.588 ml firmly packed brown sugar', '59.147 ml lemon juice', '4.92892 ml dry mustard']","[""pork chops"", ""brown sugar"", ""lemon juice"", ""dry mustard""]","['pork chops', 'sugar', 'juice', 'mustard']","['Verstegen Mix voor karbonade', 'AH Rietsuiker', 'AH Appelsap', 'Doesburgsche mosterd']","[600.0, 236.588, 59.147, 492.892]",30.19238026857143
4689,4708,Onion Corn On The Cob,"['118.294 ml dry onion soup mix', '118.294 ml margarine, softened', '2.46446 ml salt', '6.0 to 8.0 ears corn']","[""onion soup"", ""margarine"", ""salt"", ""corn""]","['soup', 'margarine', 'salt', 'corn']","['AH Erwtensoep', 'Becel Light margarine', 'AH Doperwten 0% zout', 'AH Popcorn Zout']","[118.294, 118.294, 246.446, 600.0]",8.239892860784314
4690,4709,Chicken Pie,"['1.0 chicken', '1.0 can celery soup', '236.588 ml chicken broth', '1.0 stick margarine', '236.588 ml flour', '236.588 ml milk', '1.0 onion']","[""chicken"", ""celery soup"", ""chicken broth"", ""margarine"", ""flour"", ""milk"", ""onion""]","['chicken', 'soup', 'broth', 'margarine', 'flour', 'milk', 'onion']","['AH Bapao kip', 'AH Erwtensoep', 'AH Rundvleesbouillon', 'Becel Light margarine', 'AH Tarwe bloem', 'AH Karnemelk', 'AH Rode uien']","[100.0, 100.0, 236.588, 100.0, 236.588, 236.588, 100.0]",3.4846030333212124
4691,4710,Fancy Party Franks,"['236.588 ml chili sauce', '236.588 ml currant jelly', '44.3604 ml lemon juice', '14.78676 ml prepared mustard', '946.352 ml pkg. cocktail franks', '946.352 ml cans pineapple chunks, drained']","[""chili sauce"", ""currant jelly"", ""lemon juice"", ""prepared mustard"", ""cocktail franks"", ""pineapple""]","['chili sauce', 'jelly', 'juice', 'mustard', 'frank', 'pineapple']","['AH Zwarte bonen in chilisaus', 'AH Maaltijdzakjes gevogelte in gelei', 'AH Appelsap', 'Doesburgsche mosterd', 'AH Runder knakworst', 'AH Doosje met ananas']","[236.588, 236.588, 44.3604, 1478.676, 946.352, 946.352]",21.93055007272727
4692,4711,Pecan Pie,"['1.0 unbaked 9-inch crust', '3.0 eggs', '118.294 ml sugar', '2.46446 ml salt', '78.86266666666666 ml melted butter', '236.588 ml dark corn syrup']","[""crust"", ""eggs"", ""sugar"", ""salt"", ""butter"", ""corn syrup""]","['crust', 'eggs', 'sugar', 'salt', 'butter', 'syrup']","['AH Taaikorstjes', 'AH Rondeel eieren M L', 'AH Rietsuiker', 'AH Doperwten 0% zout', 'AH Kruidenboter', 'AH Thijmsiroop']","[100.0, 300.0, 118.294, 246.446, 78.86266666666666, 236.588]",8.3146178664986
4699,4718,Vinegar Pie,"['1.0 stick margarine, melted and cooled', '29.5736 ml flour', '14.7868 ml vinegar', '1.0 unbaked pie shell', '354.882 ml sugar', '14.7868 ml vanilla', '3.0 eggs, beaten']","[""margarine"", ""flour"", ""vinegar"", ""shell"", ""sugar"", ""vanilla"", ""eggs""]","['margarine', 'flour', 'vinegar', 'shell', 'sugar', 'vanilla', 'eggs']","['Becel Light margarine', 'AH Tarwe bloem', 'AH Natuurazijn wit', 'AH Taco schelpen', 'AH Rietsuiker', 'AH Muffin vanille', 'AH Rondeel eieren M L']","[100.0, 29.5736, 1478.6799999999998, 100.0, 354.882, 1478.6799999999998, 300.0]",12.66802516980883
4709,4728,Corn Pudding Casserole,"['487.96274999999997 ml can yellow cream-style corn', '354.882 ml can niblets corn', '1.0 stick melted butter', '236.588 ml sour cream', '6.0 to 236.588 ml corn muffin mix', '3.0 medium eggs', '236.588 ml grated cheddar cheese']","[""yellow cream"", ""Niblets corn"", ""butter"", ""sour cream"", ""corn muffin"", ""eggs"", ""Cheddar cheese""]","['cream', 'corn', 'butter', 'cream', 'muffin', 'eggs', 'cheese']","['AH Roomijsjes', 'AH Popcorn Zout', 'AH Kruidenboter', 'AH Roomijsjes', 'AH Vanille muffins (vers)', 'AH Rondeel eieren M L', 'AH Leverkaas']","[487.96274999999997, 354.882, 100.0, 236.588, 600.0, 300.0, 236.588]",14.998825047172618
4711,4730,Sweet And Sour Chicken,"['1.0 fryer chicken', '1.0 envelope dry onion soup mix', '59.147 ml honey', '59.147 ml vinegar']","[""chicken"", ""onion soup"", ""honey"", ""vinegar""]","['chicken', 'soup', 'honey', 'vinegar']","['AH Bapao kip', 'AH Erwtensoep', 'AH Bloemenhoning', 'AH Natuurazijn wit']","[100.0, 100.0, 59.147, 59.147]",1.260164551111111
4714,4733,Banana Bread,"['1.0 stick margarine', '236.588 ml sugar', '2.0 eggs', '3.0 large bananas', '118.294 ml chopped nuts', '473.176 ml flour', '4.92892 ml soda', '0.616115 ml salt', '14.7868 ml buttermilk']","[""margarine"", ""sugar"", ""eggs"", ""bananas"", ""nuts"", ""flour"", ""soda"", ""salt"", ""buttermilk""]","['margarine', 'sugar', 'eggs', 'bananas', 'nuts', 'flour', 'soda', 'salt', 'buttermilk']","['Becel Light margarine', 'AH Rietsuiker', 'AH Rondeel eieren M L', 'AH Biologisch Fairtrade bananen', 'AH Walnoten', 'AH Tarwe bloem', 'Driehoek Vloeibare soda', 'AH Doperwten 0% zout', 'Arla Biologisch karnemelk']","[100.0, 236.588, 200.0, 300.0, 118.294, 473.176, 492.892, 61.6115, 1478.6799999999998]",35.0453312876364
4716,4735,Pecan Pie,"['2.0 eggs, beaten with beater', '118.294 ml sugar', '59.147 ml butter, melted', '177.441 ml dark karo syrup', '2.46446 ml salt', '1.23223 ml cinnamon', '1.23223 ml cloves', '1.23223 ml nutmeg', '236.588 ml pecans, chopped']","[""eggs"", ""sugar"", ""butter"", ""syrup"", ""salt"", ""cinnamon"", ""cloves"", ""nutmeg"", ""pecans""]","['eggs', 'sugar', 'butter', 'syrup', 'salt', 'cinnamon', 'cloves', 'nutmeg', 'pecans']","['AH Rondeel eieren M L', 'AH Rietsuiker', 'AH Kruidenboter', 'AH Thijmsiroop', 'AH Doperwten 0% zout', 'Bolletje Kanelly', 'Verstegen Kruidnagel gemalen', 'Verstegen Zakje nootmuskaat heel', 'AH Ongebrande pecannoten']","[200.0, 118.294, 59.147, 177.441, 246.446, 123.223, 123.223, 123.223, 236.588]",26.691890956260508
4717,4736,Cranberry Nut Bread,"['473.176 ml sifted flour', '236.588 ml sugar', '1.0 egg', '2.46446 ml baking powder', '2.46446 ml salt', '2.46446 ml soda', 'juice and grated rind of 1.0 orange', 'wesson oil', '236.588 ml raw cranberries', '118.294 ml chopped nuts']","[""flour"", ""sugar"", ""egg"", ""baking powder"", ""salt"", ""soda"", ""orange"", ""Wesson oil"", ""cranberries"", ""nuts""]","['flour', 'sugar', 'egg', 'baking powder', 'salt', 'soda', 'orange', 'oil', 'cranberries', 'nuts']","['AH Tarwe bloem', 'AH Rietsuiker', 'AH Lasagne ei', 'Smaakt Wijnsteenbakpoeder', 'AH Doperwten 0% zout', 'Driehoek Vloeibare soda', 'AH Handsinaasappelen', 'AH Slaolie', 'AH Doosje met cranberries', 'AH Walnoten']","[473.176, 236.588, 100.0, 246.446, 246.446, 246.446, 100.0, 100.0, 236.588, 118.294]",18.79633160857244
4718,4737,Potato Salad,"['6.0 large potatoes', '236.588 ml onions', '236.588 ml chopped sweet pickles', '118.294 ml vinegar', '118.294 ml sugar', '2.46446 ml salt']","[""potatoes"", ""onions"", ""sweet pickles"", ""vinegar"", ""sugar"", ""salt""]","['potatoes', 'onions', 'pickle', 'vinegar', 'sugar', 'salt']","['AH Stamppot aardappelen', 'AH Rode uien', 'AH Cocktail augurken zuur', 'AH Natuurazijn wit', 'AH Rietsuiker', 'AH Doperwten 0% zout']","[600.0, 236.588, 236.588, 118.294, 118.294, 246.446]",4.388432727450981
4720,4739,Pennsylvania Dutch Hot Salad Or Dandelion Dressing,"['4.0 eggs', '0.25 to 118.294 ml vinegar', '236.588 ml sugar', '709.764 ml water', 'salt and pepper to taste', 'few strips of crisp bacon some drippings can be added for flavor']","[""eggs"", ""vinegar"", ""sugar"", ""water"", ""salt"", ""bacon""]","['eggs', 'vinegar', 'sugar', 'water', 'salt', 'bacon']","['AH Rondeel eieren M L', 'AH Natuurazijn wit', 'AH Rietsuiker', 'AH Kokoswater', 'AH Doperwten 0% zout', 'AH Feest spekken']","[400.0, 25.0, 236.588, 709.764, 100.0, 100.0]",17.36301576605042
4721,4740,Cheddar Cheese And Olive Balls,"['113.398 grams cheddar cheese, grated', '59.147 ml butter, softened', '1.23223 ml paprika', '177.441 ml all-purpose flour', '36.0 to 40.0 tiny stuffed spanish olives, drained']","[""Cheddar cheese"", ""butter"", ""paprika"", ""all-purpose"", ""Spanish olives""]","['cheese', 'butter', 'paprika', 'all-purpose', 'olive']","['AH Leverkaas', 'AH Kruidenboter', 'AH Rauwkost paprika', 'AH Allesreiniger oceaan', 'AH Zoete olijven']","[113.398, 59.147, 123.223, 177.441, 36.0]",4.21397400174359
4725,4744,Southern Nut Torte With Ice Cream,"['4.92892 ml vanilla', '236.588 ml sugar', '22.0 ritz crackers, crushed', '2.0 eggs', '473.176 ml pecans or walnuts, crushed', 'ice cream']","[""vanilla"", ""sugar"", ""crackers"", ""eggs"", ""pecans"", ""cream""]","['vanilla', 'sugar', 'crackers', 'eggs', 'pecans', 'cream']","['AH Muffin vanille', 'AH Rietsuiker', 'AH Soja crackers', 'AH Rondeel eieren M L', 'AH Ongebrande pecannoten', 'AH Roomijsjes']","[492.892, 236.588, 2200.0, 200.0, 473.176, 100.0]",44.47810671619048
4729,4748,Black Magic Cake,"['473.176 ml flour', '177.441 ml cocoa', '9.85784 ml baking soda', '4.92892 ml baking powder', '236.588 ml sour milk', '4.92892 ml vanilla', '473.176 ml sugar', '2.0 eggs', '236.588 ml black coffee', '4.92892 ml salt', '118.294 ml vegetable oil']","[""flour"", ""cocoa"", ""baking soda"", ""baking powder"", ""sour milk"", ""vanilla"", ""sugar"", ""eggs"", ""black coffee"", ""salt"", ""vegetable oil""]","['flour', 'cocoa', 'baking soda', 'baking powder', 'milk', 'vanilla', 'sugar', 'eggs', 'coffee', 'salt', 'oil']","['AH Tarwe bloem', 'Oatly! Haverdrank cacao', 'Dr. Oetker Baksoda', 'Smaakt Wijnsteenbakpoeder', 'AH Karnemelk', 'AH Muffin vanille', 'AH Rietsuiker', 'AH Rondeel eieren M L', 'AH Mousse koffie', 'AH Doperwten 0% zout', 'AH Slaolie']","[473.176, 177.441, 985.784, 492.892, 236.588, 492.892, 473.176, 200.0, 236.588, 492.892, 118.294]",32.93107945444482
4733,4752,Caramel Popcorn Balls,"['8.0 cups popped corn about 0.5 cup unpopped', '0.75 cup granulated sugar', '0.75 cup brown sugar packed', '0.5 cup light corn syrup', '0.5 cup water', '1.0 teaspoon white vinegar', '0.25 teaspoon salt', '0.75 cup butter or margarine']","[""corn"", ""sugar"", ""brown sugar"", ""light corn syrup"", ""water"", ""white vinegar"", ""salt"", ""butter""]","['corn', 'sugar', 'sugar', 'corn', 'water', 'vinegar', 'salt', 'butter']","['AH Popcorn Zout', 'AH Rietsuiker', 'AH Rietsuiker', 'AH Popcorn Zout', 'AH Kokoswater', 'AH Natuurazijn wit', 'AH Doperwten 0% zout', 'AH Kruidenboter']","[800.0, 75.0, 75.0, 50.0, 50.0, 100.0, 25.0, 75.0]",11.518632352941177
4736,4755,Baked Italian Chicken,"['6.0 skinless breasts or you may use other parts of chicken', '354.882 ml wish-bone italian dressing']","[""chicken"", ""Wish-Bone Italian dressing""]","['chicken', 'dressing']","['AH Bapao kip', 'AH Caesar dressing']","[600.0, 354.882]",4.7874626
4738,4757,Italian Ice,"['236.588 ml sugar', '236.588 ml buttermilk', '1.0 pkg. berries frozen mixed berries are the best']","[""sugar"", ""buttermilk"", ""berries""]","['sugar', 'buttermilk', 'berries']","['AH Rietsuiker', 'Arla Biologisch karnemelk', 'AH Blauwe bessen']","[236.588, 236.588, 100.0]",6.65800464
4740,4759,Orange Slice Cookies,"['1.0 box jiffy cake mix', '1.0 egg', '78.86266666666666 ml oil', '236.588 ml chopped pecans', '11.0 orange slices, chopped candies']","[""cake mix"", ""egg"", ""oil"", ""pecans"", ""orange slices""]","['mix', 'egg', 'oil', 'pecans', 'slice']","['AH Hotmix', 'AH Lasagne ei', 'AH Slaolie', 'AH Ongebrande pecannoten', 'AH Cake gesneden']","[100.0, 100.0, 78.86266666666666, 236.588, 1100.0]",19.098591
4745,4764,Cream Cheese Pound Cake,"['2.0 sticks butter', '709.764 ml sugar', '236.588 ml pkg. cream cheese, softened', '709.764 ml flour', '6.0 eggs', '9.85784 ml vanilla extract']","[""butter"", ""sugar"", ""cream cheese"", ""flour"", ""eggs"", ""vanilla extract""]","['butter', 'sugar', 'cheese', 'flour', 'eggs', 'extract']","['AH Kruidenboter', 'AH Rietsuiker', 'AH Leverkaas', 'AH Tarwe bloem', 'AH Rondeel eieren M L', 'Marmite Yeast extract']","[200.0, 709.764, 236.588, 709.764, 600.0, 985.784]",31.64302112836191
4752,4771,Banana-Nut Raisin Bread,"['118.294 ml butter or margarine, softened', '236.588 ml sugar', '2.0 eggs', '473.176 ml mashed ripe bananas', '473.176 ml all-purpose flour', '4.92892 ml baking powder', '4.92892 ml soda', '2.46446 ml salt', '118.294 ml chopped pecans', '118.294 ml raisins']","[""butter"", ""sugar"", ""eggs"", ""mashed ripe bananas"", ""flour"", ""baking powder"", ""soda"", ""salt"", ""pecans"", ""raisins""]","['butter', 'sugar', 'eggs', 'banana', 'flour', 'baking powder', 'soda', 'salt', 'pecans', 'raisins']","['AH Kruidenboter', 'AH Rietsuiker', 'AH Rondeel eieren M L', 'AH Uiltjes bananensmaak', 'AH Tarwe bloem', 'Smaakt Wijnsteenbakpoeder', 'Driehoek Vloeibare soda', 'AH Doperwten 0% zout', 'AH Ongebrande pecannoten', 'AH Blanke rozijnen']","[118.294, 236.588, 200.0, 473.176, 473.176, 492.892, 492.892, 246.446, 118.294, 118.294]",23.419644057770093
4753,4772,Baked Pineapple,"['443.60249999999996 ml can pineapple chunks, drained', '44.3604 ml flour', '59.147 ml sugar', '177.441 ml sharp cheddar cheese', '12.0 ritz crackers']","[""pineapple"", ""flour"", ""sugar"", ""Cheddar cheese"", ""crackers""]","['pineapple', 'flour', 'sugar', 'cheese', 'crackers']","['AH Doosje met ananas', 'AH Tarwe bloem', 'AH Rietsuiker', 'AH Leverkaas', 'AH Soja crackers']","[443.60249999999996, 44.3604, 59.147, 177.441, 1200.0]",21.32660215653143
4756,4775,Milk Chocolate Frosting,"['88.7208 ml butter or margarine', '59.1472 ml cocoa', '709.764 ml powdered sugar', '59.1472 ml milk', '4.92892 ml vanilla']","[""butter"", ""cocoa"", ""powdered sugar"", ""milk"", ""vanilla""]","['butter', 'cocoa', 'sugar', 'milk', 'vanilla']","['AH Kruidenboter', 'Oatly! Haverdrank cacao', 'AH Rietsuiker', 'AH Karnemelk', 'AH Muffin vanille']","[88.7208, 59.1472, 709.764, 59.1472, 492.892]",8.092569173333333
4759,4778,Corn Pudding,"['88.7208 ml flour', '473.176 ml can whole kernel corn', '29.5736 ml sugar', '4.92892 ml salt', '59.1472 ml melted butter or margarine', '354.882 ml milk', '4.0 eggs']","[""flour"", ""whole kernel corn"", ""sugar"", ""salt"", ""butter"", ""milk"", ""eggs""]","['flour', 'corn', 'sugar', 'salt', 'butter', 'milk', 'eggs']","['AH Tarwe bloem', 'AH Popcorn Zout', 'AH Rietsuiker', 'AH Doperwten 0% zout', 'AH Kruidenboter', 'AH Karnemelk', 'AH Rondeel eieren M L']","[88.7208, 473.176, 29.5736, 492.892, 59.1472, 354.882, 400.0]",9.64292124644101
4763,4782,Graham Cracker Cookies,"['354.882 ml margarine', '1.0 egg', '236.588 ml sugar', '118.294 ml milk', '354.882 ml graham cracker crumbs', '4.92892 ml vanilla', '236.588 ml coconut', '236.588 ml nuts']","[""margarine"", ""egg"", ""sugar"", ""milk"", ""graham cracker crumbs"", ""vanilla"", ""coconut"", ""nuts""]","['margarine', 'egg', 'sugar', 'milk', 'cracker', 'vanilla', 'coconut', 'nuts']","['Becel Light margarine', 'AH Lasagne ei', 'AH Rietsuiker', 'AH Karnemelk', 'AH Notenkraker', 'AH Muffin vanille', 'AH Kokos op te kloppen', 'AH Walnoten']","[354.882, 100.0, 236.588, 118.294, 354.882, 492.892, 236.588, 236.588]",32.52109097333333
4765,4784,Corn Muffins,"['118.294 ml flour', '2.46446 ml soda', '6.161149999999999 ml baking powder', '4.92892 ml salt', '29.5736 ml sugar', '295.735 ml cornmeal', '1.0 egg, beaten', '295.735 ml buttermilk', '59.147 ml oil']","[""flour"", ""soda"", ""baking powder"", ""salt"", ""sugar"", ""cornmeal"", ""egg"", ""buttermilk"", ""oil""]","['flour', 'soda', 'baking powder', 'salt', 'sugar', 'cornmeal', 'egg', 'buttermilk', 'oil']","['AH Tarwe bloem', 'Driehoek Vloeibare soda', 'Smaakt Wijnsteenbakpoeder', 'AH Doperwten 0% zout', 'AH Rietsuiker', 'Smaakt Maismeel biologisch', 'AH Lasagne ei', 'Arla Biologisch karnemelk', 'AH Slaolie']","[118.294, 246.446, 616.1149999999999, 492.892, 29.5736, 295.735, 100.0, 295.735, 59.147]",26.312366783890088
4768,4787,Broccoli Salad,"['2.0 bunches broccoli not cooked cut into bite size pieces', '12.0 slices bacon, cooked and crumbled', '1.0 medium red onion diced', '236.588 ml raisins']","[""broccoli"", ""bacon"", ""red onion"", ""raisins""]","['broccoli', 'bacon', 'onion', 'raisins']","['AH Aspergebroccoli', 'AH Feest spekken', 'AH Rode uien', 'AH Blanke rozijnen']","[200.0, 1200.0, 100.0, 236.588]",9.44138424
4769,4788,Bonnie Butter Cake,"['414.029 ml sugar', '157.7253333333333 ml butter, softened', '2.0 eggs', '7.39338 ml vanilla', '650.617 ml all-purpose flour', '12.322299999999998 ml baking powder', '4.92892 ml salt', '295.735 ml milk']","[""sugar"", ""butter"", ""eggs"", ""vanilla"", ""flour"", ""baking powder"", ""salt"", ""milk""]","['sugar', 'butter', 'eggs', 'vanilla', 'flour', 'baking powder', 'salt', 'milk']","['AH Rietsuiker', 'AH Kruidenboter', 'AH Rondeel eieren M L', 'AH Muffin vanille', 'AH Tarwe bloem', 'Smaakt Wijnsteenbakpoeder', 'AH Doperwten 0% zout', 'AH Karnemelk']","[414.029, 157.7253333333333, 200.0, 739.338, 650.617, 1232.2299999999998, 492.892, 295.735]",40.671772940344816
4779,4798,Cheesy Macaroni,"['1.0 box elbow macaroni', '118.294 ml milk, 2%', '4.92892 ml butter', '15.0 slices american cheese', '118.294 ml mozzarella cheese, shredded']","[""elbow macaroni"", ""milk"", ""butter"", ""American cheese"", ""mozzarella cheese""]","['macaroni', 'milk', 'butter', 'cheese', 'cheese']","['Knorr Maaltijdmix macaroni', 'AH Karnemelk', 'AH Kruidenboter', 'AH Leverkaas', 'AH Leverkaas']","[100.0, 118.294, 492.892, 1500.0, 118.294]",20.98228522076503
4782,4801,Chewy Raisin Walnut Shortbread Bars,"['295.735 ml all-purpose flour', '118.294 ml sugar', '118.294 ml butter or margarine', '2.0 eggs', '118.294 ml firmly packed brown sugar', '4.92892 ml vanilla', '0.616115 ml baking soda', '236.588 ml chopped walnuts', '236.588 ml raisins or dates', '118.294 ml flaked coconut or oatmeal optional']","[""flour"", ""sugar"", ""butter"", ""eggs"", ""brown sugar"", ""vanilla"", ""baking soda"", ""walnuts"", ""raisins"", ""flaked coconut""]","['flour', 'sugar', 'butter', 'eggs', 'sugar', 'vanilla', 'baking soda', 'walnuts', 'raisins', 'coconut']","['AH Tarwe bloem', 'AH Rietsuiker', 'AH Kruidenboter', 'AH Rondeel eieren M L', 'AH Rietsuiker', 'AH Muffin vanille', 'Dr. Oetker Baksoda', 'AH Ongebrande walnoten', 'AH Blanke rozijnen', 'AH Kokos op te kloppen']","[295.735, 118.294, 118.294, 200.0, 118.294, 492.892, 61.6115, 236.588, 236.588, 118.294]",14.398748516976191
4783,4802,Fried Corn,"['8.0 ears fresh corn, cut and scraped from cob', '29.5736 ml sugar', '4.92892 ml salt', '118.294 ml bacon drippings', '946.353 ml water', '1.0 egg', '29.5736 ml flour']","[""corn"", ""sugar"", ""salt"", ""bacon"", ""water"", ""egg"", ""flour""]","['corn', 'sugar', 'salt', 'bacon', 'water', 'egg', 'flour']","['AH Popcorn Zout', 'AH Rietsuiker', 'AH Doperwten 0% zout', 'AH Feest spekken', 'AH Kokoswater', 'AH Lasagne ei', 'AH Tarwe bloem']","[800.0, 29.5736, 492.892, 118.294, 946.353, 100.0, 29.5736]",29.22759122487529
4784,4803,Cypress Walker Cake,"['1.0 yellow cake mix dry', '59.147 ml oil', '118.294 ml chopped pecans', '2.0 eggs', '907.184 grams powdered sugar', '236.588 ml cream cheese', '2.0 beaten eggs', '118.294 ml chopped pecans']","[""yellow cake"", ""oil"", ""pecans"", ""eggs"", ""powdered sugar"", ""cream cheese"", ""eggs"", ""pecans""]","['cake', 'oil', 'pecans', 'eggs', 'sugar', 'cheese', 'eggs', 'pecans']","['AH Cupcakes', 'AH Slaolie', 'AH Ongebrande pecannoten', 'AH Rondeel eieren M L', 'AH Rietsuiker', 'AH Leverkaas', 'AH Rondeel eieren M L', 'AH Ongebrande pecannoten']","[100.0, 59.147, 118.294, 200.0, 907.184, 236.588, 200.0, 118.294]",14.155708467619046
4787,4806,Baked Tortellini With Eggplant And Potato,"['226.796 grams 225.0 g eggplant, diced into 0.75-inch 2.0 cm pieces', '226.796 grams 225.0 g tortellini, filled with beef or cheese', '226.796 grams 225.0 g potatoes, peeled and cut into 0.75-inch 2.0 cm thick slices', 'ml 243.29399999999998 ml olive oil', '1.0 onion, thinly sliced', 'ml 809.3133333333333 ml canned italian peeled tomatoes', 'ml 4.96446 ml chopped fresh oregano or 1.23223 ml ml dried', 'pinch of cayenne pepper', 'salt and freshly ground black pepper', 'ml 486.58799999999997 ml shredded fontina cheese', 'ml 89.3604 ml extra chopped fresh oregano or parsley']","[""eggplant"", ""tortellini"", ""potatoes"", ""olive oil"", ""onion"", ""tomatoes"", ""fresh oregano"", ""cayenne pepper"", ""salt"", ""cheese"", ""oregano""]","['eggplant', 'tortellini', 'potatoes', 'oil', 'onion', 'tomatoes', 'oregano', 'pepper', 'salt', 'cheese', 'oregano']","['AH Gegrilde aubergine', 'AH Stoommaaltijd tortellini formaggio XL', 'AH Stamppot aardappelen', 'AH Slaolie', 'AH Rode uien', 'AH Roma tomaten', 'AH Scrocchi oregano', 'AH Rode peper', 'AH Doperwten 0% zout', 'AH Leverkaas', 'AH Scrocchi oregano']","[226.796, 226.796, 226.796, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",13.007853180773713
4792,4811,Papa Lander'S Easy Pancakes,"['cinnamon buns', 'maple syrup']","[""cinnamon buns"", ""maple syrup""]","['bun', 'syrup']","['AH Kaiserbroodjes', 'AH Thijmsiroop']","[100.0, 100.0]",1.9658333333333333
4797,4816,Old-Fashioned Sugar Cookies,"['118.294 ml butter or margarine', '236.588 ml sugar', '1.0 egg or 2.0 egg yolks, well beaten', '2.46446 ml vanilla', '354.882 ml sifted all-purpose flour', '4.92892 ml baking powder', '1.23223 ml salt']","[""butter"", ""sugar"", ""egg"", ""vanilla"", ""flour"", ""baking powder"", ""salt""]","['butter', 'sugar', 'egg', 'vanilla', 'flour', 'baking powder', 'salt']","['AH Kruidenboter', 'AH Rietsuiker', 'AH Lasagne ei', 'AH Muffin vanille', 'AH Tarwe bloem', 'Smaakt Wijnsteenbakpoeder', 'AH Doperwten 0% zout']","[118.294, 236.588, 100.0, 246.446, 354.882, 492.892, 123.223]",16.76754743552549
4801,4820,Easy Fruit Cobbler,"['1.0 cube margarine', '236.588 ml sugar', '236.588 ml self-rising flour', '236.588 ml milk', '473.176 ml fruit, sweetened with sugar to taste']","[""margarine"", ""sugar"", ""flour"", ""milk"", ""fruit""]","['margarine', 'sugar', 'flour', 'milk', 'fruit']","['Becel Light margarine', 'AH Rietsuiker', 'AH Tarwe bloem', 'AH Karnemelk', 'AH Muesli fruit']","[100.0, 236.588, 236.588, 236.588, 473.176]",2.0370274410545455
4808,4827,Caramel Candy,"['236.588 ml white sugar', '236.588 ml white or dark karo syrup', '1.23223 ml salt', '236.588 ml whipping cream']","[""white sugar"", ""white"", ""salt"", ""whipping cream""]","['sugar', 'white', 'salt', 'cream']","['AH Rietsuiker', 'AH Tablet wit', 'AH Doperwten 0% zout', 'AH Roomijsjes']","[236.588, 236.588, 123.223, 236.588]",3.622617687058823
4809,4828,Sweet Potato Casserole,"['1.0 large can sweet potatoes', '0.75 stick margarine', '2.0 eggs', '118.294 ml canned milk', '236.588 ml sugar', '4.92892 ml cinnamon', 'salt']","[""sweet potatoes"", ""margarine"", ""eggs"", ""milk"", ""sugar"", ""cinnamon"", ""salt""]","['potato', 'margarine', 'eggs', 'milk', 'sugar', 'cinnamon', 'salt']","['AH Vastkokende aardappel', 'Becel Light margarine', 'AH Rondeel eieren M L', 'AH Karnemelk', 'AH Rietsuiker', 'Bolletje Kanelly', 'AH Doperwten 0% zout']","[100.0, 75.0, 200.0, 118.294, 236.588, 492.892, 100.0]",10.181530551331804
4814,4833,Francese Sauce,"['177.441 ml white wine', '1.0 lemon, squeezed', '226.796 grams softened butter']","[""white wine"", ""lemon"", ""butter""]","['wine', 'lemon', 'butter']","['AH Rode wijnazijn', 'AH Bitter lemon', 'AH Kruidenboter']","[177.441, 100.0, 226.796]",4.19567698
4816,4835,Pecan Pie Squares,"['709.764 ml flour', '59.147 ml plus 29.5736 ml sugar', '177.441 ml margarine, softened', '3.69669 ml salt']","[""flour"", ""sugar"", ""margarine"", ""salt""]","['flour', 'sugar', 'margarine', 'salt']","['AH Tarwe bloem', 'AH Rietsuiker', 'Becel Light margarine', 'AH Doperwten 0% zout']","[709.764, 59.147, 177.441, 369.669]",2.4365923147764708
4817,4836,Sunday Best Pancakes,"['1.0 egg', '177.441 ml milk', '29.5736 ml vegetable oil', '236.588 ml self-rising flour', '29.5736 ml sugar']","[""egg"", ""milk"", ""vegetable oil"", ""flour"", ""sugar""]","['egg', 'milk', 'oil', 'flour', 'sugar']","['AH Lasagne ei', 'AH Karnemelk', 'AH Slaolie', 'AH Tarwe bloem', 'AH Rietsuiker']","[100.0, 177.441, 29.5736, 236.588, 29.5736]",1.8960307691999998
4820,4839,Chocolate Icing,"['236.588 ml sugar', '118.294 ml milk', '29.5735 ml cocoa', '1.23223 ml salt', '14.7868 ml butter', '1.23223 ml vanilla']","[""sugar"", ""milk"", ""cocoa"", ""salt"", ""butter"", ""vanilla""]","['sugar', 'milk', 'cocoa', 'salt', 'butter', 'vanilla']","['AH Rietsuiker', 'AH Karnemelk', 'Oatly! Haverdrank cacao', 'AH Doperwten 0% zout', 'AH Kruidenboter', 'AH Muffin vanille']","[236.588, 118.294, 29.5735, 123.223, 1478.6799999999998, 123.223]",21.303361920392152
